,company,job_title,location,description
55,Genies,Software Engineer (New Grad) - Backend,"Los Angeles, California, United States","Genies is culture’s leading avatar technology company empowering humans to create their own avatar ecosystems. Genies provides tools (Genies Avatar Creator OS) that allows users to create their own avatars, avatar wearable fashion lines, avatar worlds, and avatar interactive experiences in web3. The company has 99% celebrity market share through its partnerships with Universal Music Group and Warner Music Group as their “official avatar and digital goods NFT provider” with thousands of Genie creators including Justin Bieber, Migos, Cardi B, and J Balvin. Bringing the power of NFTs and crypto to culture, Genies’ avatar ecosystem NFT marketplace “The Warehouse” built with Dapper Labs, allows talent, IP, and creators to design and sell their avatar ecosystem creations (i.e. avatar fashion lines) to the masses. Genies has raised $100M till date from investors such as Mary Meeker’s Bond, NEA, Breyer Capital, and more.Genies is looking for recent graduates to join our rapidly growing engineering team. As a Software Engineer (New Grad) - Backend here at Genies, you'll become part of a full-stack team to build our Avatar and NFT products (e.g. wearable marketplace) from the backend services to web/mobile applications. The ideal candidate would work well in teams, be comfortable working on a variety of software systems and wearing multiple hats, thrive in complex and ambiguous t echnology areas that involve the latest technologies that will define web3 consumer experiences. You'll work cross-functionally with our product team as we scale our products and platform, and introduce solutions that will deliver a world-class, one-of-a-kind consumer experience.What You’ll Be Doing Develop a strong understanding of relevant product area, codebase, and/or systems Demonstrate proficiency in programming and software engineering across the full-stack Produce high-quality code with good test coverage, using modern abstractions and frameworks Drive a high standard for software maintainability, quality, resiliency, and performance What You Should Have Bachelor’s degree in Computer Science, a related technical field, or equivalent practical experience Solid CS fundamentals including algorithms, data structures, programming languages, and understanding of modern web applications Experience with one or more programming languages or frameworks, including but not limited to: Go, Python, TypeScript Familiarity with Git and Github or similar framework for version control Experience with AWS, Web Services, CI/CD, Database, GraphQL, and REST APIs is preferred but not required Working knowledge of web technologies (such as Browser, HTTP/TCP/IP protocols, DNS, CDN) is preferred but not required Good communication and collaboration skills Here's why you'll love working at Genies You'll work with a team that you’ll be able to learn from and grow with, including support for your own professional development You'll be at the helm of your own career, shaping it with your own innovative contributions to a nascent team and product with flexible hours and a work from home policy You'll enjoy the culture and perks of a startup, with the stability of being well funded Comprehensive health insurance for you and your family (Anthem + Kaiser Options Available), Dental and Vision Insurance Competitive salaries and 401K program for all full-time employees Flexible paid time off, sick time, and paid company holidays, in addition to paid parental leave, bereavement leave, and jury duty leave for full-time employees Health & wellness support through programs such as monthly wellness reimbursement Working in a brand new, bright, open-environment and fun office space - there’s even a slide! Choice of MacBook or windows laptop Genies is an equal opportunity employer committed to promoting an inclusive work environment free of discrimination and harassment. We value diversity, inclusion, and aim to provide a sense of belonging for everyone. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Internet Publishing"
56,Grubhub,Software Engineer I,"Boston, Massachusetts, United States","About The OpportunityWe’re all about connecting hungry diners with our network of over 300,000 restaurants nationwide. Innovative technology, user-friendly platforms and streamlined delivery capabilities set us apart and make us an industry leader in the world of online food ordering. When you join our team, you become part of a community that works together to innovate, solve problems, grow, work hard and have a ton of fun in the process! Why Work For Us We are looking for entry level engineering talent to join our organization in the summerof 2022 ! Grubhub is a place where authentically fun culture meets innovation and teamwork. We believe in empowering people and opening doors for new opportunities. If you’re looking for a place that values strong relationships, embraces diverse ideas–all while having fun together–Grubhub is the place for you! The Impact You Will Make Design, implement, and deliver awesome technical platforms and products for all constituencies (diners, corporate accounts, restaurants, internal tools) Understand our products from both a technical and business perspective in the context of our larger business Communicate with leadership, product owners, other technologists, and users to create working software based on an understanding of business and technical priorities Break down complex problems into elegant technical solutions to intelligently solve problems for diners, restaurant, corporate accounts and internal stakeholders Actively contribute to the adoption of strong software architecture, development best practices, and new technologies. We are always improving the process of building software; we need you to help contribute You will be a key part in accurately estimating the timing of software delivery What You Bring To The Table Bachelor’s or Master's Degree in Computer Science, Software Engineering or related field Strong track record of strong academic performance (3.0 or higher cumulative GPA) Solid foundation in software programming in one or more of the following languages: Java, Python, C, C++, Ruby, Scala, C#, Objective C Eagerness to contribute in a team-oriented environment Ability to work creatively and analytically in a problem-solving environment Familiar with Agile software development methodologies Interested in working for a fast paced tech and product oriented company And Of Course, Perks! Flexible PTO. Grubhub employees enjoy a generous amount of time to recharge. Health and Wellness. Excellent medical benefits, employee network groups and paid parental leave are just a few of our programs to support your overall well-being. Competitive Pay. You’ll receive a competitive base salary with eligibility for generous incentives, bonuses, commission or RSUs (role-specific). Learning and Career Growth. Your personal and professional development is a priority at Grubhub. We empower you to be a leader and grow your career through training, coaching and mentorship opportunities. MealPerks. Get meals on us! Our employees get a weekly Grubhub credit to enjoy and support local restaurants. Fun. Every Grubhub office has an employee-led Culture Crew that connects people through fun, meaningful events and initiatives like Wellness Wednesdays, Slack competitions and virtual happy hours! Social Impact. At Grubhub we believe in giving back through programs like the Grubhub Community Relief Fund and donating $1 million to the Equal Justice Initiative in 2020. Employees are also given paid time off each year to support the causes that are important to them. Vaccination Requirement: Grubhub employees are required to be fully vaccinated, and must be able to show proof of full-Covid-19 vaccination, and booster if eligible, prior to starting employment. Fully vaccinated is defined as: “2 weeks have passed since your second dose in a 2-dose series, such as the Pfizer or Moderna vaccines, or 2 weeks after a single-dose vaccine, such as Johnson & Johnson’s vaccine.” Those eligible to receive the booster must receive the booster to be considered fully vaccinated, and those not yet eligible will be required to obtain the booster once eligible (6 months post last dose).Grubhub is an equal opportunity employer. We welcome diversity and encourage a workplace that is just as diverse as the customers we serve. We evaluate qualified applicants without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. If you’re applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an email to campusrecruiting@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Information Services"
57,Microsoft,Software Engineer I/II,"Redmond, Washington, United States","Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission. To learn more please visit: https://careers.microsoft.com/mission-culture.ResponsibilitiesWe value people who can bring a diverse perspective to our product and where a developer will not just write code, but will have a real meaningful impact on the direction of the product and which features to build. We are building a team where diversity of thought and background is valued as strongly as technical skills, and where everyone is encouraged to come up with new ideas to make our customers’ lives better.We are looking for talented early to mid-career Software Engineers to help us deliver highly scalable services and world-class product experiences. You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused user experience work, building scalable distributed cloud services, working with big data, machine learning, and everything in between. You will learn how to design services and experiences that are required to work around the globe. You will collaborate with team members and other engineering groups in Microsoft to build full stack web applications and services using the latest web technologies in a dynamic and agile environment. You will be part of a fun-loving, diverse team that seeks challenges, loves learning and values teamwork. You will have opportunities for mentorship, career growth, and work on high-business impact areas.By applying to this position, you are being considered for multiple like positions within our organization for an invitation-only virtual Interview Day on Thursday, May 12th. Position specifics, including hiring team, location, and position details will be determined following the interview process. QualificationsBasic Qualifications:1+ years of experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Python, JavaScript, PowerShellBSc in Computer Science or related technical field experiencePreferred QualificationsExperience running and working on services at scaleExperience in developing, debugging and maintaining code in object oriented languages and database querying languages.Strong coding, debugging, algorithm design and problem solving skills.May include: Ability to meet Microsoft, customer and/or government security screening requirements. These requirements include, but are not limited to the following specialized security screenings:Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work. Show more Show less Seniority level Not Applicable Employment type Full-time Job function Engineering and Information Technology Industries IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
58,Microsoft,Software Engineer I/II,"Redmond, Washington, United States","Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission. To learn more please visit: https://careers.microsoft.com/mission-culture.ResponsibilitiesWe value people who can bring a diverse perspective to our product and where a developer will not just write code, but will have a real meaningful impact on the direction of the product and which features to build. We are building a team where diversity of thought and background is valued as strongly as technical skills, and where everyone is encouraged to come up with new ideas to make our customers’ lives better.We are looking for talented early to mid-career Software Engineers to help us deliver highly scalable services and world-class product experiences. You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused user experience work, building scalable distributed cloud services, working with big data, machine learning, and everything in between. You will learn how to design services and experiences that are required to work around the globe. You will collaborate with team members and other engineering groups in Microsoft to build full stack web applications and services using the latest web technologies in a dynamic and agile environment. You will be part of a fun-loving, diverse team that seeks challenges, loves learning and values teamwork. You will have opportunities for mentorship, career growth, and work on high-business impact areas.By applying to this position, you are being considered for multiple like positions within our organization for an invitation-only virtual Interview Day on Tuesday, May 17th. Position specifics, including hiring team, location, and position details will be determined following the interview process. QualificationsBasic Qualifications:1+ years of experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Python, JavaScript, PowerShellBSc in Computer Science or related technical field experiencePreferred QualificationsExperience running and working on services at scaleExperience in developing, debugging and maintaining code in object oriented languages and database querying languages.Strong coding, debugging, algorithm design and problem solving skills.May include: Ability to meet Microsoft, customer and/or government security screening requirements. These requirements include, but are not limited to the following specialized security screenings:Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work. Show more Show less Seniority level Not Applicable Employment type Full-time Job function Engineering and Information Technology Industries IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
59,Microsoft,Software Engineer I/II,"Redmond, Washington, United States","Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission. To learn more please visit: https://careers.microsoft.com/mission-culture.ResponsibilitiesWe value people who can bring a diverse perspective to our product and where a developer will not just write code, but will have a real meaningful impact on the direction of the product and which features to build. We are building a team where diversity of thought and background is valued as strongly as technical skills, and where everyone is encouraged to come up with new ideas to make our customers’ lives better.We are looking for talented early to mid-career Software Engineers to help us deliver highly scalable services and world-class product experiences. You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused user experience work, building scalable distributed cloud services, working with big data, machine learning, and everything in between. You will learn how to design services and experiences that are required to work around the globe. You will collaborate with team members and other engineering groups in Microsoft to build full stack web applications and services using the latest web technologies in a dynamic and agile environment. You will be part of a fun-loving, diverse team that seeks challenges, loves learning and values teamwork. You will have opportunities for mentorship, career growth, and work on high-business impact areas.By applying to this position, you are being considered for multiple like positions within our organization for an invitation-only virtual Interview Day on Thursday, May 5th. Position specifics, including hiring team, location, and position details will be determined following the interview process. QualificationsBasic Qualifications:1+ years of experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Python, JavaScript, PowerShellBSc in Computer Science or related technical field experiencePreferred QualificationsExperience running and working on services at scaleExperience in developing, debugging and maintaining code in object oriented languages and database querying languages.Strong coding, debugging, algorithm design and problem solving skills.May include: Ability to meet Microsoft, customer and/or government security screening requirements. These requirements include, but are not limited to the following specialized security screenings:Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work. Show more Show less Seniority level Not Applicable Employment type Full-time Job function Engineering and Information Technology Industries IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
60,Calm,"Software Engineer, Backend",United States,"About CalmWe have a simple mission at Calm: To make the world a happier and healthier place. The heart of Calm is digital but the brand is expanding offline into a variety of products and services that bring more peace, clarity and perspective into people’s busy lives. Calm is passionate about helping people take care of their minds and we believe that Calm can become one of the most valuable and meaningful brands in the world.Improving Concentration and AwarenessReducing AnxietyImproving Memory and CreativityHigher EQIncreasing HappinessGetting Better SleepCalm is the #1 consumer brand for digital health, with over 100 million downloads (100K new per day). We weren named Apple’s App of the Year and the world’s first mental health unicorn. Inc. 5000 cited Calm as the 19th Fastest Growing Private Company in America and we were voted the ‘World’s Happiest App’ by the Center for Humane Technology.Check out the Calm Careers Page to learn more about the mission, our values, and hear personal stories from our employees.Calm was co-founded by Alex Tew (Million Dollar Homepage) and Michael Acton Smith (Mind Candy, Moshi Monsters, Firebox).Mission: Calm’s Engineering team contributes directly to the company mission to make the world a happier and healthier place. As a backend engineer working on the B2B product area, you will be delivering experiences that provide more values to Calm’s fast-growing B2B user base and help bring mental wellness to more organizations.About the Role:You will work up and down the stack across a wide number of technologies and third party tools, mainly using tools like Typescript, Nodejs and Postgres.You would collaborate with partners across the company, from Marketing and Content to Data, Product and Design and have plenty of opportunities to learn and grow alongside our B2B business’ growth.Outcomes: Serve as a reliable, go-to resource on the team for backend projects, writing maintainable code that can be quickly updated when needed, has a low volume of bugs, and is readable and easily understood by other engineers on the team.Be self-directed with an ownership mindset, completing work efficiently, with minimal intervention from others on the team. Help uncover scope early in order to establish engineering time estimates that guide prioritization decisions.Ensure our most frequently exercised user flows are performant and error freeImplement designs with tradeoff of between short and long-term flexibility and capabilitiesDeploy code to production, maintain visibility on the status of Pull Requests and client builds as they get deployed, and identify root causes and resolution actions for critical bugs.Stay up to date on the latest technologies in web development, incorporating those changes which can accelerate our development speed and improve qualityKeep a pulse on user feedback that comes in via customer support, prioritizing bug fixes that have the greatest impact on our customers and advocating for application improvements that solve common user pain pointsWork with product and design to create technical design and engineering plan for new featuresWork with product and data team to identify and tracking KPI for new featuresWork with web engineers to A|B test new features and UX changes on Calm’s web application, optimizing for the best outcomes for our users and the businessCompetencies: Solid proficiency with Nodejs or comparable (e.g. any backend language, esp: Python, Go Ruby)Solid proficiency with Postgresql or comparable (e.g. MySQL, MongoDB)Experience working with REST APIsSolid understanding of responsive web developmentAbility to understand business requirements and translate them into technical requirementsGrowth mindset: receives feedback easily and incorporates it quicklyProactive executor: thoughtful in approach and decisive in decisionsPragmatic: balance scrappiness and rigorGreat technical communicatorStrong attention to detailStrong product and architectural instinctsEnthusiasm and passion for qualityTakes responsibility for making sure issues are resolved and shipped quicklyNice-to-Haves: Experience building large scale web applicationExperience with TypeScriptFamiliarity with code versioning tools (e.g. git)Familiarity with deployment CI tools (e.g. Jenkins)Experience working with cloud hosting platform (eg. AWS)Experience working with container technologies (e.g. Docker, Kubernetes)Experience working with data team to measure impact of product featuresAble to deliver high quality code reviews that reduce defects and support the development of peersExperience working with third party libraries and tools (eg. Okta)Experience and interest towards full stack ownershipBenefitsCompetitive salary and equity“Take the time you need” approach to time off Coverage for medical, dental, & vision insurance plans401KHome office stipend Supportive wellbeing benefits including our EAP support, and monthly wellbeing reimbursement Commuter benefitsLife insurance and disability benefitsRemote-first environment that allows you to work flexibly from many locationsOpportunity to work with a product focused on making the world happier and healthierWe believe that mental health is health, and every person should be considered in the discussion. That’s why we’re proud to be an equal opportunity workplace, committed to equal employment opportunity regardless of race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or any other characteristic protected by applicable federal, state or local law.Calm is deeply committed to diversity, equity and inclusion, both in our hiring practices and in our experiences as a Calm employee. We strive to create a mindful and respectful environment where everyone can bring their authentic self to work, and experience a culture that is free of harassment, racism, and discrimination.Calm is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. Please inform Calm’s Recruiting team if you need any assistance completing any forms or to otherwise participate in the application process. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Wellness and Fitness Services"
61,Earnity,Software Engineer - Entry-level,"San Mateo, California, United States","Who We AreWe are an international team of passionate fintech veterans with a shared belief that managing crypto should be much simpler. That’s why we are building a new way to learn, earn, and exchange crypto assets. Before coming together, we founded companies, built amazing fintech products, and raised capital with some of the world’s best.What We Are BuildingWe are building an easy-to-use crypto marketplace to help make mass adoption as seamless as possible for the next 900 million crypto users. Through multiple integrations and partnerships, our product provides one place to buy, earn, sell, and exchange crypto assets, decentralized finance (DeFi) tokens and protocols, and non-fungible tokens (NFTs). In addition to the buy, sell, exchange elements, we also provide a new kind of social-first crypto information platform that allows verified users to interact with one another in a way that will make creating and sharing better quality and higher value information easier.Why We Do ItThe revolution of code-based money and financial services will change the world — for the better. We want to help lead the charge and educate about how people can take more control of financial matters. We believe most of the world is still missing out on all of the opportunities in crypto and DeFi because these new technologies are still cumbersome to use. Accessing decentralized financial products shouldn’t require twenty steps. Just like taking control of your money shouldn’t require a degree in cryptography.Whether you are investing in your future here on earth or planning to buy an island in your favorite metaverse, we’re working hard to become your trusted crypto marketplace that makes this new form of finance easy and inviting for all, without compromising on security, safety, and privacy.The RoleWe’re looking for passionate and self-driven professionals who are excited to accelerate crypto adoption with us. You’ll work in a collaborative environment alongside Senior and Lead Software Engineers to gain hands-on Engineering experience while focusing on building scalable admin platform products and reporting tools.ResponsibilitiesArchitect, prototype and develop features for our internal tools and reporting functionsAnalyze internal user needs and technical requirements associated with products and systemsBuild the infrastructure for quick building of internal configuration & analytics tools . help select the appropriate technology for implementing the internal tools. Make changes to the core application as needed: adding APIs for administration, instrumentation , enhancing the data model to support internal user requirements.Work directly with internal user facing teams to empower their mission to deliver a world-class user experienceRequirementsB.S. in Computer Science (CS), Information Technology (IT), Information Systems (IS), Computer Engineering (CE), Software Engineering (SE) or related fieldKnowledge of basic computer science concepts, programming and/or information systemsA strong passion for learning new systems and technologyWhat We OfferFlexible work environmentCompetitive market-rate salary & stock optionsMedical, dental and vision coverageUnlimited PTO401k Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Internet Publishing"
62,Grubhub,Software Engineer I,"New York, New York, United States","About The OpportunityWe’re all about connecting hungry diners with our network of over 300,000 restaurants nationwide. Innovative technology, user-friendly platforms and streamlined delivery capabilities set us apart and make us an industry leader in the world of online food ordering. When you join our team, you become part of a community that works together to innovate, solve problems, grow, work hard and have a ton of fun in the process! Why Work For Us We are looking for entry level engineering talent to join our organization in the summerof 2022 ! Grubhub is a place where authentically fun culture meets innovation and teamwork. We believe in empowering people and opening doors for new opportunities. If you’re looking for a place that values strong relationships, embraces diverse ideas–all while having fun together–Grubhub is the place for you! The Impact You Will Make Design, implement, and deliver awesome technical platforms and products for all constituencies (diners, corporate accounts, restaurants, internal tools) Understand our products from both a technical and business perspective in the context of our larger business Communicate with leadership, product owners, other technologists, and users to create working software based on an understanding of business and technical priorities Break down complex problems into elegant technical solutions to intelligently solve problems for diners, restaurant, corporate accounts and internal stakeholders Actively contribute to the adoption of strong software architecture, development best practices, and new technologies. We are always improving the process of building software; we need you to help contribute You will be a key part in accurately estimating the timing of software delivery What You Bring To The Table Bachelor’s or Master's Degree in Computer Science, Software Engineering or related field Strong track record of strong academic performance (3.0 or higher cumulative GPA) Solid foundation in software programming in one or more of the following languages: Java, Python, C, C++, Ruby, Scala, C#, Objective C Eagerness to contribute in a team-oriented environment Ability to work creatively and analytically in a problem-solving environment Familiar with Agile software development methodologies Interested in working for a fast paced tech and product oriented company And Of Course, Perks! Flexible PTO. Grubhub employees enjoy a generous amount of time to recharge. Health and Wellness. Excellent medical benefits, employee network groups and paid parental leave are just a few of our programs to support your overall well-being. Competitive Pay. You’ll receive a competitive base salary with eligibility for generous incentives, bonuses, commission or RSUs (role-specific). Learning and Career Growth. Your personal and professional development is a priority at Grubhub. We empower you to be a leader and grow your career through training, coaching and mentorship opportunities. MealPerks. Get meals on us! Our employees get a weekly Grubhub credit to enjoy and support local restaurants. Fun. Every Grubhub office has an employee-led Culture Crew that connects people through fun, meaningful events and initiatives like Wellness Wednesdays, Slack competitions and virtual happy hours! Social Impact. At Grubhub we believe in giving back through programs like the Grubhub Community Relief Fund and donating $1 million to the Equal Justice Initiative in 2020. Employees are also given paid time off each year to support the causes that are important to them. Vaccination Requirement: Grubhub employees are required to be fully vaccinated, and must be able to show proof of full-Covid-19 vaccination, and booster if eligible, prior to starting employment. Fully vaccinated is defined as: “2 weeks have passed since your second dose in a 2-dose series, such as the Pfizer or Moderna vaccines, or 2 weeks after a single-dose vaccine, such as Johnson & Johnson’s vaccine.” Those eligible to receive the booster must receive the booster to be considered fully vaccinated, and those not yet eligible will be required to obtain the booster once eligible (6 months post last dose).Grubhub is an equal opportunity employer. We welcome diversity and encourage a workplace that is just as diverse as the customers we serve. We evaluate qualified applicants without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. If you’re applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an email to campusrecruiting@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries Information Services"
63,Coursera,"Software Engineer, Entry Level (USA)",United States,"Coursera can hire people in any country where we have a legal entity, assuming candidates have eligible working rights and a sufficient timezone overlap with their team. Our interviews and onboarding are conducted virtually, a part of being a remote-first company.Coursera was launched in 2012 by two Stanford Computer Science professors, Andrew Ng and Daphne Koller, with a mission to provide universal access to world-class learning. It is now one of the largest online learning platforms in the world, with 97 million registered learners as of Dec. 31, 2021. Coursera partners with over 250 leading university and industry partners to offer a broad catalog of content and credentials, including courses, Specializations, Professional Certificates, Guided Projects and bachelor’s and master’s degrees. Institutions around the world use Coursera to upskill and reskill their employees, citizens, and students in fields such as data science, technology, and business. Coursera became a B Corp in February 2021.Job Overview:Coursera’s Engineering teams are responsible for maintaining a scalable and reliable platform. Engineering works to build interactive products for the worldwide learner community.As an engineer at Coursera, you will be empowered to build well-engineered products that shape new platform features and advance our technical infrastructure. You will be encouraged to build reliable, scalable, testable, and efficient systems.We innovate, productize, and iterate at start-up speed, deploying our code over 25 times a day. When you join our team, you will be given the opportunity to take ownership of significant parts of our codebase. Check out life at Coursera on The Muse!Responsibilities:Rapidly innovate on products and scalable infrastructure with a fail fast mindsetImplement features using cutting edge technologies (i.e. React.js, Scala, Swift, Kotlin)Work in a cross functional team of Engineers, PMs, Designers, Data Scientists, UX Researchers, and Marketing.Own projects and drive scoping and prioritization decisionsMeasure your work thoroughly, analyze results, and drive new product changes through A/B testingBasic Qualifications:At least one previous internship or work experience in related fieldCurrently pursuing a B.A./B.S. Degree or higher in Computer Science, or related technical field Preferred Qualifications:Strong oral and written communication skills; strong representation of previous workAbility to work on a team and learn quicklyExperience working in a short-cycle, agile, iterative development teamKnowledge of computer science, with strong competencies in data structures, algorithms, software design, and object oriented skillsStrong competencies in data structures, algorithms and software designSelf-motivated, smart, hands-on, relentlessly focused on impact, and able to operate under a great deal of independenceCoursera is an Equal Employment Opportunity Employer and considers all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, age, marital status, national origin, protected veteran status, disability, or any other legally protected class.If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, please contact us at accommodations@coursera.org.For California Candidates, please review our CCPA Applicant Notice here.For our Global Candidates, please review our GDPR Recruitment Notice here. Show more Show less Seniority level Entry level Employment type Full-time Job function Engineering and Information Technology Industries E-Learning Providers"
64,Cisco,Software Engineer I (Full Time) United States,San Francisco Bay Area,"What You’ll DoOur software engineers are the gurus behind the scenes ensuring our all of our programs are easy to use and bug free. Using a keen eye, you’ll develop software and tools in support of many of our high-impact technology platforms such as operating systems, networks, databases and more. While we’re growing in the software business, you’ll still need to see the big picture and watch for hardware compatibility while even potentially influencing design.Who You’ll Work WithOur hardworking team members are busy programming magic across the globe on teams such as Engineering, Information Technology, Supply Chain, Customer Experience, Security and Trust, etc.You would play a crucial role in driving next-gen software innovations including cloud, mobile, desktop or security spaces. On any of these teams, you'll get hands-on experience working with applications that make technology accessible no matter what device they’re on. See the possibilities when creativity meets design and build solutions which will transform how we work, live, learn, and play.Who You Are Recent graduate or on your final year of studies towards a Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, or related program or other academic certification ; equivalent experience accepted in lieu of degree Up-to-date on programming and scripting languages C/C++, Python, Java Knowledge of Linux, Networking concepts, OS fundamentals, Embedded Development, and/or ML Hands on QA, Testing, and/or Debugging skills Experience with Databases, Web Application Development, and Web Services Eligible to start July/August 2022 Able to legally live and work in the country for which you’re applying, without visa support or sponsorship Why Cisco#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all.We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (36 years strong) and only about hardware, but we’re also a software company. And a security company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)Day to day, we focus on the give and take. We give our best, give our egos a break, and give of ourselves (because giving back is built into our DNA.) We take accountability, bold steps, and take difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward.So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us! Show more Show less Seniority level Not Applicable Employment type Full-time Job function Information Technology and Engineering Industries Computer Hardware Manufacturing, Software Development, and Computer Networking Products"
